Name,Brand,Price,Specifications,Description,URL,Images,ScrapedAt
Kodak Power Flash Disposable Camera,N/A,"Rp315,000","{""Key Features :"":""One-Time-Use Camera with Flash"",""What’s In The Box :"":""Kodak Disposable Camera Power Flash (27+12 Exp)""}",This Kodak 35mm Disposable 800 Camera with Flash comes preloaded with Kodak MAX ISO-800 speed film.,https://shop.anekafoto.com/home/3197-kodak-power-flash-disposable-camera.html,,2026-04-12T15:27:21.466Z
Kodak Paper Printer 305,N/A,"Rp1,789,000","{""Key Features :"":""Photo paper | Kompatibel dengan kodak printer 305 | Tahan terhadap noda dan air serta tahan terhadap cuaca extreme 1 tahun | Memiliki permukaan glossy | Dapat mencetak hingga : 640 lembar ukuran 4R, 320 lembar ukuran 6R"",""What’s In The Box :"":""2x Paper | 2x Ribbon""}",N/A,https://shop.anekafoto.com/home/4092-kodak-paper-printer-305.html,,2026-04-12T15:27:22.397Z
Kodak Film Ultra MAX 400,N/A,"Rp182,000","{""Key Features :"":""Daylight-Balanced Color Negative Film | ISO 400/27° in C-41 Process | Rich Saturation, Optimized Skin Tones | Fine Grain, Wide Exposure Latitude"",""What’s In The Box :"":""Kodak GC/UltraMax 400 Color Negative Film (35mm Roll, 36 Exposures)""}","Kodak's GC/UltraMax 400 is a high-speed, daylight-balanced, color negative film offering a wide exposure latitude for greater versatility.",https://shop.anekafoto.com/home/3194-kodak-film-ultra-max-400.html,,2026-04-12T15:27:24.380Z
Kodak Fun Saver Disposable Camera,N/A,"Rp290,000","{""Key Features :"":""Lightweight and compact | Indoor/outdoor use"",""What’s In The Box :"":""Kodak Disposable Camera Fun Saver (27+12 Exp)""}",This Kodak 35mm One-Time-Use Disposable Camera with Flash comes pre-loaded with Kodak Gold ISO-800 speed film. Lightweight and compact.,https://shop.anekafoto.com/home/3195-kodak-fun-saver-disposable-camera-2712.html,,2026-04-12T15:27:26.924Z
Kodak Film Colour Gold 36 200,N/A,"Rp159,000","{""Key Features :"":""Daylight-Balanced Color Negative Film | ISO 200/24° in C-41 Process | Fine Grain and High Sharpness | Wide Exposure Latitude | Rich Color Saturation"",""What’s In The Box :"":""Kodak GOLD 200 Color Negative Film (35mm Roll Film, 36 Exposures)""}",Kodak GOLD 200 is a medium-speed daylight-balanced color negative film offering a versatile combination of vivid color saturation.,https://shop.anekafoto.com/home/3187-kodak-film-colour-gold-36-200.html,,2026-04-12T15:27:29.575Z
Kodak Daylight Disposable Camera,N/A,"Rp230,000","{""Key Features :"":""One-Time-Use Camera with Flash"",""What’s In The Box :"":""Kodak 35mm Disposable 800 Camera with Flash (27 Exposures)""}",This Kodak 35mm Disposable 800 Camera with Flash comes preloaded with Kodak MAX ISO-800 speed film.,https://shop.anekafoto.com/home/3196-kodak-daylight-disposable-camera-iso-800.html,,2026-04-12T15:27:31.284Z
LensGo Smoke B Fog Machine,N/A,"Rp1,999,000","{""Key Features:"":""For Photography, Film, TV Special FX | Cinematic Atmosphere in Your Pocket | Dense Fog, Dry Ice, and Steam Effects | Up to 18 Minutes of Smoke Output | Battery-Powered, Battery Included | Includes Six Bottles of Smoke Fluid | Includes Wireless Remote Control | Includes Hose, Tube, and Nozzle Kit | Includes USB-C Charging Cable and Case"",""What’s in the box?"":""LENSGO Smoke B All-in-One Handheld Mini Fog Machine (40W) | Smoke B Handheld Smoke Machine | 6 x Bottle of Smoke Fluid (12 mL) | Wireless Remote | Silicone Hose | Hard Elbow | Hard Straight Tube | High-Pressure Nozzle | Liquid Smoke Filter | USB-C Charging Cable | Protective Case | Limited 1-Year Manufacturer Warranty""}","Generate a unique atmosphere with the all-in-one LENSGO Smoke B, a 40W handheld, battery-powered, wireless mini fog machine designed for the creative needs of photographers, videographers, and content creators.",https://shop.anekafoto.com/home/2432-lensgo-smoke-b-fog-machine.html,,2026-04-12T15:27:33.911Z
Kodak ColorPlus 200 Color Negative Film,N/A,"Rp159,000","{""Key Features:"":""Daylight-Balanced Color Negative Film | ISO 200/24° in C-41 Process | Fine Grain and High Sharpness | Wide Exposure Latitude""}","Kodak ColorPlus 200 is a versatile medium-speed daylight-balanced color negative film, characterized by its fine grain structure, high sharpness, and rich color saturation.",https://shop.anekafoto.com/home/4225-kodak-colorplus-200-color-negative-film.html,,2026-04-12T15:27:34.093Z
LensGo 12ml Liquid Fog Machine,N/A,"Rp50,000","{""Key Features:"":""Setiap botol cairan menghasilkan emisi asap terus menerus selama sekitar 20 menit | Asap yang dikeluarkan tidak beracun, cairannya hanya mengandung dua bahan: gliserin nabati dan propilen glikol"",""What's in the box?"":""1x Lensgo 12ml Smoke Machine Fluid""}",12ml refill smoke liquid for use in the SMOKE-B fog machine,https://shop.anekafoto.com/home/2433-lensgo-12ml-liquid-fog-machine.html,,2026-04-12T15:27:37.156Z
LensGo Smoke S Handheld Fog Machine,N/A,"Rp1,599,000 Rp1,699,000","{""Key Features:"":""For Photography, Film, TV Special FX | Cinematic Atmosphere in Your Pocket | Dense Fog, Dry Ice, and Steam Effects | Up to 25 Minutes of Smoke Output | Battery-Powered, Battery Included | Includes Six Bottles of Smoke Fluid | Includes Wireless Remote Control | Includes Hose, Tube, and Nozzle Kit | Includes USB-C Charging Cable and Case"",""What's in The Box?"":""LENSGO Smoke S All-in-One Handheld Mini Fog Machine (30W) | Smoke S Handheld Smoke Machine | 6 x Bottle of Smoke Fluid (12 mL) | Wireless Remote | Silicone Hose | Hard Elbow | Hard Straight Tube | High-Pressure Nozzle | Liquid Smoke Filter | USB-C Charging Cable | Protective Case | Limited 1-Year Manufacturer Warranty""}","Generate a unique atmosphere with the all-in-one LENSGO Smoke S, a 30W handheld, battery-powered, wireless mini fog machine designed for the creative needs of photographers, videographers, and content creators.",https://shop.anekafoto.com/home/2431-lensgo-smoke-s-handheld-fog-machine.html,,2026-04-12T15:27:37.383Z
Leofoto Tripod Carbon LY-224C+LH-25,N/A,"Rp2,800,000","{""General Features"":""Tripod kolom tengah berbentuk Y | Tripod+ballhead: 1kg | Melonggarkan/mengencangkan kolom tengah selama 1 detik | Tersedia 4 sudut : 23° , 42°, 52°, 82° | Serat karbon | Ballhead profil bola dengan tinggi rendah | Model :LY-224C+LH-25R | Material : Carbon | Tinggi : 141 cm | Berat : 1kg | Kapasitas Beban : 6kg | Section : 4 | Leofoto LY-224C Carbon Fiber Tripod with LH-25R Ball Head | Carry Bag | 4 x Allen Wrenches | Multi-tool Kit""}","Leofoto LY-224C+LH-25R Carbon Fiber Tripod is a versatile tripod that can handle a variety of cameras and lenses. It has a maximum height of 141 cm, making it ideal for shooting low to the ground. This tripod has a four-legged design, which makes it easy to fold and carry anywhere. It only weighs 1kg,",https://shop.anekafoto.com/home/3989-1589-leofoto-tripod-carbon-ly-224clh-25.html#/1-color-black,,2026-04-12T15:27:40.795Z
Lexar Silver Plus UHS-I SDXC Memory Card,N/A,"Rp200,000","{""64GB"":""64GB Storage Capacity | UHS-I / V30 / U3 / Class 10 | Max Read Speed: 205 MB/s | Max Write Speed: 100 MB/s | Min Write Speed: 30 MB/s | Records 4K, Full HD, and 3D Video | Resists Wear, Temperatures, and X-Rays | Resists Vibration, Magnets, Shock & More | Built-In Write Protect Switch | Lexar Recovery Tool"",""128GB"":""128GB Storage Capacity | UHS-I / V30 / U3 / Class 10 | Max Read Speed: 205 MB/s | Max Write Speed: 150 MB/s | Min Write Speed: 30 MB/s | Records 4K, Full HD, and 3D Video | Resists Wear, Temperatures, and X-Rays | Resists Vibration, Magnets, Shock & More | Built-In Write Protect Switch | Lexar Recovery Tool"",""256GB"":""256GB Storage Capacity | UHS-I / V30 / U3 / Class 10 | Max Read Speed: 205 MB/s | Max Write Speed: 150 MB/s | Min Write Speed: 30 MB/s | Records 4K, Full HD, and 3D Video | Resists Wear, Temperatures, and X-Rays | Resists Vibration, Magnets, Shock & More | Built-In Write Protect Switch | Lexar Recovery Tool""}",The 256GB Professional SILVER PLUS UHS-I SDXC Memory Card from Lexar features a storage capacity of 256GB and takes advantage of the UHS-I bus to support Full HD and 4K/60p video.,https://shop.anekafoto.com/home/3587-1261-lexar-silver-plus-uhs-i-sdxc-memory-card.html#/386-capacity-64gb,,2026-04-12T15:27:42.706Z
Lexar Silver Plus UHS-I microSDXC Memory Card with SD Adapter,N/A,"Rp165,000","{""64GB"":""64GB Storage Capacity | UHS-I / V30 / U3 / Class 10 | Max Read Speed: 205 MB/s | Max Write Speed: 100 MB/s | Min Write Speed: 30 MB/s | Records 4K, Full HD, and 3D Video | IPX7 Rated for Water Resistance | Resists Wear, Temperatures, and X-Rays | Resists Vibration, Magnets, Shock & More | Includes microSD to SD Adapter"",""128GB"":""128GB Storage Capacity | UHS-I / V30 / U3 / Class 10 | Max Read Speed: 205 MB/s | Max Write Speed: 150 MB/s | Min Write Speed: 30 MB/s | Records 4K, Full HD, and 3D Video | IPX7 Rated for Water Resistance | Resists Wear, Temperatures, and X-Rays | Resists Vibration, Magnets, Shock & More | Includes microSD to SD Adapter"",""256GB"":""256GB Storage Capacity | UHS-I / V30 / U3 / Class 10 | Max Read Speed: 205 MB/s | Max Write Speed: 150 MB/s | Min Write Speed: 30 MB/s | Records 4K, Full HD, and 3D Video | IPX7 Rated for Water Resistance | Resists Wear, Temperatures, and X-Rays | Resists Vibration, Magnets, Shock & More | Includes microSD to SD Adapter""}",The SILVER PLUS UHS-I microSDXC Memory Card from Lexar features a storage capacity and takes advantage of the UHS-I bus to support Full HD and 4K/60p video.,https://shop.anekafoto.com/home/3591-1274-lexar-silver-plus-uhs-i-microsdxc-memory-card-with-sd-adapter.html#/386-capacity-64gb,,2026-04-12T15:27:43.245Z
Lexar CFexpress Type B Card GOLD Series,N/A,"Rp2,380,000","{""64GB"":""64GB Storage Capacity | PCIe 3.0 Bus | Max Read Speed: 1750 MB/s | Max Write Speed: 1000 MB/s | Records Raw 8K, 4K, and Full HD Video | Records High-Quality Images | Shock / Vibration / Temperature Proof"",""128GB"":""128GB Storage Capacity | PCIe 3.0 x2 Bus | Max Read Speed: 1750 MB/s | Max Write Speed: 1500 MB/s | Min Sustained Write Speed: 1000 MB/s | Records Raw 8K Video | Shock / Vibration / Temperature Proof | Limited Lifetime Warranty""}","For professional videographers looking to get the most out of their cameras, the Lexar Professional CFexpress Type B Card GOLD Series provides minimum sustained write speeds of 1000 MB/s, allowing you to capture cinema-quality video without dropping frames.",https://shop.anekafoto.com/home/3594-1283-lexar-cfexpress-type-b-card-gold-series.html#/386-capacity-64gb,,2026-04-12T15:27:45.180Z
Lexar CFexpress Type A Card Gold Series,N/A,"Rp2,650,000","{""80GB"":""80GB Capacity | Max Read Speed: 900 MB/s | Max Write Speed: 800 MB/s | Min Write Speed: 700 MB/s | VPG-400 Compliant at 400 MB/s | Records 8K, 4K, and HFR Video at 120 fps | Record Raw Photos and Image Bursts | Shock and Vibration Resistant | Temperature Proof"",""160GB"":""160GB Capacity | Max Read Speed: 900 MB/s | Max Write Speed: 800 MB/s | Min Write Speed: 700 MB/s | VPG-400 Compliant at 400 MB/s | Records 8K, 4K, and HFR Video at 120 fps | Record Raw Photos and Image Bursts | Shock and Vibration Resistant | Temperature Proof""}","Designed for professional creators who want to capture high-resolution images and cinema-quality 8K video, the Professional CFexpress Type A Card GOLD Series from Lexar delivers read speeds of up to 900 MB/s, write speeds of up to 800 MB/s, and minimum write speeds of 700 MB/s.",https://shop.anekafoto.com/home/3592-1281-lexar-cfexpress-type-a-card-gold-series.html#/392-capacity-80gb,,2026-04-12T15:27:46.538Z
Lexar 800x PRO UHS-I SDXC Memory Card,N/A,"Rp110,000","{""Key Features:"":""64GB Capacity | UHS-I / V30 / U3 / Class 10 | Max Read Speed: 150 MB/s | Min Write Speed: 30 MB/s | Records Full HD, 3D, and 4K Video | Shock / Vibration / X-Ray Proof | Can Withstand Temperature Extremes | Built-In Write Protect Switch""}","Designed for point-and-shoot cameras, mid-range DSLR cameras, and HD camcorders, the High-Performance 800x PRO UHS-I SDXC Memory Card (BLUE Series) from Lexar features a storage capacity and takes advantage of the UHS-I bus to let you quickly capture and transfer 4K.",https://shop.anekafoto.com/home/3583-1277-lexar-64gb-high-performance-800x-pro-uhs-i-sdxc-memory-card.html#/385-capacity-32gb,,2026-04-12T15:27:47.958Z
Lexar 3500x CFast 2.0 Memory Card,N/A,"Rp10,499,000","{""256GB"":""256GB Storage Capacity | CFast 2.0 Card Type | 3500x Speed Rating | Max. Read Speed: 525 MB/s | Max. Write Speeds: 445 MB/s | Includes Lexar Image Rescue Software"",""512GB"":""512GB Storage Capacity | CFast 2.0 Card Type | 3500x Speed Rating | Max. Read Speed: 525 MB/s | Max. Write Speeds: 445 MB/s | Includes Lexar Image Rescue Software""}",Capture 4K content with ease using the Professional 3500x CFast 2.0 Memory Card from Lexar.,https://shop.anekafoto.com/home/3595-1287-lexar-256gb-professional-3500x-cfast-20-memory-card.html#/388-capacity-512gb,,2026-04-12T15:27:49.180Z
Lexar 2TB Professional Go USB 3.2 Gen 2 Portable SSD with Hub,N/A,"Rp5,470,000",{},N/A,https://shop.anekafoto.com/home/4323-lexar-1tb-professional-go-usb-32-gen-2-portable-ssd-with-hub.html,,2026-04-12T15:27:49.675Z
Lexar 1TB Professional Go USB 3.2 Gen 2 Portable SSD with Hub,N/A,"Rp3,740,000",{},N/A,https://shop.anekafoto.com/home/4321-lexar-1tb-professional-go-usb-32-gen-2-portable-ssd-with-hub.html,,2026-04-12T15:27:51.041Z
Lowepro Protactic BP 450 AW II,N/A,"Rp3,899,000","{""Key Features :"":""Holds Two Standard DSLRs & Eight Lenses | Customizable Interior Divider System | Four Access Points | ActivZone System Supports Back/Shoulders | Removable Waist Belt | Waist Belt Doubles as a Utility Belt | Sustainably Made with Recycled Fabric | Ventilated Back Panel | Externally Carry a Tripod or Monopod | All-Weather Cover"",""What's in The Box :"":""Lowepro ProTactic BP 450 AW II Camera and Laptop Backpack (Black, 25L) | Removable Utility Waist Belt | Smartphone Pouch | Bottle Holder | Quick Strap and Tripod Cup | All-Weather Cover""}",The ProTactic BP 450 AW II Camera and Laptop Backpack from Lowepro is spacious and sturdy yet lightweight.,https://shop.anekafoto.com/home/2601-lowepro-protactic-bp-450-aw-ii.html,,2026-04-12T15:27:51.815Z
Lowepro Protactic BP 350 AW II,N/A,"Rp3,299,000","{""Key Features :"":""Holds Two Standard DSLRs & Eight Lenses | Customizable Interior Divider System | Four Access Points | ActivZone System Supports Back/Shoulders | Removable Waist Belt | Waist Belt Doubles as a Utility Belt | Sustainably Made with Recycled Fabric | Ventilated Back Panel | Externally Carry a Tripod or Monopod | All-Weather Cover"",""What's in The Box :"":""Lowepro ProTactic BP 350 AW II Camera and Laptop Backpack (Black, 16L) | Removable Utility Waist Belt | Smartphone Pouch | Bottle Holder | Quick Strap and Tripod Cup | All-Weather Cover""}",The ProTactic BP 350 AW II Camera and Laptop Backpack from Lowepro is spacious and sturdy yet lightweight. It accommodates two DSLRs.,https://shop.anekafoto.com/home/1005-protactic-bp-350-aw-ii.html,,2026-04-12T15:27:52.431Z
Maono USB Microphone Podcast Set Cardioid Condenser AU 902,N/A,"Rp869,000","{""Key Features:"":""Microphone-Core: Dia 14mm Condenser | Polar Pattern: Cardioid | Frequency Response: 20Hz~20KHz | Sensitivity: -35dB+/-3dB(0dB=1V/Pa at 1kHz) | Maximum SPL: 110dB | S/N Radio: 70dB | Sampling Rate: 44.1kHz/48kHz; 16bit | Cable: USB A to C Cable 1.0m"",""What's in the box?"":""1x Microphone | 1x USB A to Type C Cable | 1x Detachable metal desktop stand | 1x User manual | 1x Kartu Garansi Resmi""}",Dual Volume Control & Mute Function AU902 USB microphone comes with two volume control buttons which makes it easy to adjust your headphone volume and microphone.,https://shop.anekafoto.com/home/1028-usb-microphone-au-902.html,,2026-04-12T15:27:53.516Z
Lowepro PRO Trekker RLX 450 AW II,N/A,"Rp6,490,000","{""Key Features :"":""Converts from Backpack to Roller bag | Holds Camera with 70-200mm Lens Attached | Holds 4 Additional Lenses, Accessories | Customizable MaxFit Divider System | Pocket for 15\"" Laptop and 10\"" Tablet | External Tripod Holder | Made from Recycled Materials | Organizer Gearbox for Cables, Batteries | All-Weather Cover"",""What's in The Box :"":""Lowepro Pro Trekker RLX 450 AW II Backpack | Gearbox | Rain Cover | Tripod Cup""}",The Pro Trekker RLX 450 AW II Backpack from Lowepro easily converts from a backpack to a rolling bag.,https://shop.anekafoto.com/home/2580-lowepro-pro-trekker-rlx-450-aw-ii.html,,2026-04-12T15:27:54.384Z
Maono AU WM820 Wireless Microphone System,N/A,"Rp1,299,000","{""Key Features:"":""Transmisi : Nirkabel 2.4GHz | Pola kutub : omnidirectional | Respons frekuensi mic internal : 80hz-16khz | Respons frekuensi mic eksternal : 50hz-18khz | Tingkat output maksimum : +2.2dbu | Spl maksimum : 100db spl | Daya : baterai li-po bawaan 350ma | Port pengisian daya : USB-C | Daya tahan baterai : 6 jam | Input audio : input mikrofon lavalier TRS 3,5 mm | Keluaran audio : 3.5mm TRS"",""What's in the box?"":""Maono AU-WM820 Wireless Microphone""}",Maono AU-WM820 adalah sistem mikrofon nirkabel digital ultra-kompak yang unik dan fleksibel. Bentuknya ringkas dengan aksesibilitas optimal.,https://shop.anekafoto.com/home/1866-maono-microphone-kit-au-wm820.html,,2026-04-12T15:27:55.084Z
Lowepro PRO Trekker BP 550 AW II,N/A,"Rp6,750,000","{""Key Features :"":""Holds Pro DSLR/Mirrorless Bodies | High Abrasion 500D Polyester | Holds Lenses, Flash, & Accessories | Holds 15\"" Laptop & 10\"" Tablet | Adjustable MaxFit Divider System | Detachable Lid Converts to Carry-On | Removable Waist Belt & Gear Box | Exterior Tripod Holder/Accessory Straps | All-Weather Cover Included | Made from Recycled Materials"",""What's in The Box :"":""Lowepro Pro Trekker BP 550 AW II Backpack (Gray, 40L) | Waist Belt | Set of Interior Dividers | Rain Cover | Gear Box | 2 x Accessory Strap""}","The gray, 40L Pro Trekker BP 550 AW II Backpack from Lowepro is ideal for protecting your gear during travel.",https://shop.anekafoto.com/home/2581-lowepro-pro-trekker-bp-550-aw-ii.html,,2026-04-12T15:27:56.632Z
Maono AU PM420 USB Podcast Microphone Kit Professional,N/A,"Rp1,014,000","{""Key Features:"":""Microphone-core: Dia.16mm Condenser | Polar Pattern: Cardioid | Frequency Response: 20Hz-20kHz | Sensitivity: -38dB+/-3dB (0dB=1V/Pa at 1kHz) | Bit Depth: 24 bit | Sample Rate: Up to 192 kHz | S/N Ratio: 74db | Power Requirements: USB (5V DC) | USB Cable: USB A to B, Length 98.4 in"",""What’s in the box?"":""1x Condenser microphone | 1x Adjustable sturdy arm | 1x Desk mount clamp | 1x Metal shock mount | 1x Pop filter | 1x Windscreen cap | 1x USB cable | 1x Manual instruction | 1x Kartu Garansi Resmi""}","The microphone has a USB data port, easy to connect with computers. No need extra driver software, and no need for an external sound card, Only select USB mic as default input in your software settings.",https://shop.anekafoto.com/home/1029-usb-microphone-kit-au-pm420.html,,2026-04-12T15:27:57.203Z
Lowepro PRO Trekker BP 450 AW II,N/A,"Rp4,990,000","{""Key Features :"":""Holds Pro DSLR/Mirrorless Bodies | High Abrasion 500D Polyester | Holds Lenses, Flash, & Accessories | Holds 15\"" Laptop & 10\"" Tablet | Adjustable MaxFit Divider System | Removable Waist Belt & Gear Box | Exterior Tripod Holder/Accessory Straps | All-Weather Cover Included | Made from Recycled Materials"",""What's in The Box :"":""Lowepro Pro Trekker BP 450 AW II Backpack (Black, 32L) | Waist Belt | Set of Interior Dividers | Rain Cover | Gear Box | 2 x Accessory Strap""}","The black, 32L Pro Trekker BP 450 AW II Backpack from Lowepro is ideal for protecting your gear during travel.",https://shop.anekafoto.com/home/2579-lowepro-pro-trekker-bp-450-aw-ii.html,,2026-04-12T15:27:58.087Z
Lowepro PRO Trekker BP 350 AW II,N/A,"Rp3,790,000","{""Key Features :"":""Holds Pro DSLR/Mirrorless Bodies | High Abrasion 500D Polyester | Holds Lenses, Flash, & Accessories | Holds 15\"" Laptop & 10\"" Tablet | Adjustable MaxFit Divider System | Removable Waist Belt & Gear Box | Exterior Tripod Holder/Accessory Straps | All-Weather Cover Included | Made from Recycled Materials"",""What's in The Box :"":""Lowepro Pro Trekker BP 350 AW II Backpack (Black, 24L) | Waist Belt | Set of Interior Dividers | Rain Cover | Gear Box | 2 x Accessory Strap""}","The black, 24L Pro Trekker BP 350 AW II Backpack from Lowepro is ideal for protecting your gear during travel.",https://shop.anekafoto.com/home/1013-pro-trekker-bp-350-aw-ii.html,,2026-04-12T15:27:59.437Z
Lowepro Photosport X Backpack 45L AW,N/A,"Rp4,899,000","{""Key Features :"":""Holds Camera and Drone Gear | Wide Back Access to Gear | Stretchy Shoulder Straps | Small Side Bottom Door | 2 Exterior Side Bottle Pockets | Interior Hydration Pocket | Perforated Shoulder Straps | Removable Waist Belt and Strap | 15 to 19\"" Torso Adjustment | Made from 86% Recycled Materials"",""What's in The Box :"":""Lowepro Photosport X AW Bag (Green, 45L) | Waist Belt""}",The green Photosport X AW Bag from Lowepro is ideal for photographers who plan on partaking in mountaineering sports.,https://shop.anekafoto.com/home/2570-lowepro-photosport-x-backpack-45l-aw.html,,2026-04-12T15:28:00.431Z
Lowepro Photosport X Backpack 35L AW,N/A,"Rp4,499,000","{""Key Features :"":""Holds Camera and Drone Gear | Wide Back Access to Gear | Stretchy Shoulder Straps | Small Side Bottom Door | 2 Exterior Side Bottle Pockets | Interior Hydration Pocket | Perforated Shoulder Straps | Removable Waist Belt and Strap | Made from 86% Recycled Materials"",""What's in The Box :"":""Lowepro Photosport X AW Bag (Green, 35L) | Waist Belt""}",The green Photosport X AW Bag from Lowepro is ideal for photographers who plan on partaking in mountaineering sports.,https://shop.anekafoto.com/home/2567-lowepro-photosport-x-backpack-35l-aw.html,,2026-04-12T15:28:02.037Z
Marumi FS PLUS Lens Protect,N/A,"Rp270,000","{""Key Features:"":""Optical white glass with a water-repellent and fingerprint-resistant performance | High transmittance approximately 98.3% (400-700nm average rate) | Eight layers of Anti-reflection coating sustains a reflection rate 0.5% (420-680nm average) | Realized a thin aluminum frame to avoid vignetting even with a wide-angle lens | Made in Japan""}","Brand-new basic Lens Protect model with a water-repellent function. Optical white glass with fingerprint resistance
98.5% high transmittance. Thin aluminum non-rotating frame structure.",https://shop.anekafoto.com/home/3484-1220-marumi-fs-plus-lens-protect.html#/86-size-49mm,,2026-04-12T15:28:02.704Z
Marumi Fit + Slim MC UV,N/A,"Rp290,000","{""Specification :"":""UV cut lens protective filter having multi-layer coating. | Tightly holds the lens cap despite the ultra-thin frame. | Cuts UV rays for clear image of distant views Acts as a lens protector against dust and scratches""}",This is the Marumi Fit + Slim MC UV Filter 37mm This new series of filters from Marumi cuts UV rays (390mm and under) to reproduce a clear image of distant views. To protect lens from dust and scratches. These ultra slim filters are lightweight and approx. 11g in weight. They are supplied in smart packaging made from eco-friendly lead free materials,https://shop.anekafoto.com/home/3310-1034-marumi-fit-slim-mc-uv.html#/86-size-49mm,,2026-04-12T15:28:04.192Z
Marumi Fit + Slim MC Lens Protect,N/A,"Rp240,000","{""General Features"":""Protects your lens from dust and scratches | Secure Lens Cap Holding | Available in screw in sizes from 37 -82mm | Multi Coating Glass and Satin Finished Frame | Eco-friendly Filters Made of Lead Free Materials""}",This new series of filters from Marumi helps to protect your lens from dust and scratches. These ultra slim filters are lightweight and approx. 11g in weight. They are supplied in smart packaging made from eco-friendly lead fee materials.,https://shop.anekafoto.com/home/3303-1008-marumi-fit-slim-mc-lens-protect.html#/86-size-49mm,,2026-04-12T15:28:04.931Z
Marumi Fit + Slim FS Plus UV,N/A,"Rp199,000","{""Key Features:"":""Diameter : 46mm | UV control filter with water-repellent coating | Fingerprint-resistant UV-coated white optical glass | High transmittance approximately more than 98.7% (400-700nm average rate) | Eight layers of Anti-reflection coating sustain a reflection rate under 0.4%. (420-680nm average) | Thin aluminum frame to avoid vignetting even with a wide-angle lens | Made in Japan optical precision and performance""}","The Marumi FS PLUS UV is a new basic model UV control filter with a water-repellent function adhered, well suited to whom easy-maintenance is a higher priority.",https://shop.anekafoto.com/home/3483-1208-marumi-fit-slim-fs-plus-uv.html#/86-size-49mm,,2026-04-12T15:28:05.999Z
Marumi Fit + Slim Circular PL,N/A,"Rp396,000","{""Key Features:"":""Marumi FIT+SLIM Circular PL 37-82mm | Emphasizes color contrast and reduces reflections. Tightly holds the lens cap despite the slim frame. | Multi-Coated Optical Glass Filter | Double threaded for stacking Filters / hoods and lens cap | Rotating Frame | Super Thin Frame ideal for Wide Angle Lenses""}","Marumi Fit Slim CPL  Filter Lensa merupakan filter lensa yang tekankan kontras warna dan kurangi refleksi. Meningkatkan saturasi warna untuk foto landscape dan mengurangi refleksi pantulan kaca, frame lebih tipis dari CPL biasanya.",https://shop.anekafoto.com/home/3306-1021-marumi-fit-slim-circular-pl.html#/86-size-49mm,,2026-04-12T15:28:06.670Z
"Meike FF-Prime Cine 105mm T2.1 Lens (PL-Mount, Feet/Meters)",N/A,"Rp20,000,000","{""Key Features:"":""Full-Frame Coverage, 45mm Image Circle | T2.1 to T22 | 85mm Front Diameter | 11 Iris Blades | 82mm Front Filter Threads | Focus Marks in Feet & Meters | 330° Focus Rotation | 0.8 MOD Focus & Iris Gears"",""What's in the box?"":""Meike FF-Prime Cine 105mm T2.1 Lens (PL-Mount, Feet/Meters) | Front Lens Cap | Rear Lens Cap | Lens Support Foot | Lens Support Screw Set | Allen Wrench | Limited 1-Year Manufacturer Warranty""}",Shoot full-frame cine footage with high-resolution images and natural bokeh with shallow depth of field on cameras with a PL- mount with the FF-Prime Cine 105mm T2.1 Lens from Meike.,https://shop.anekafoto.com/home/4273-meike-ff-prime-cine-105mm-t21-lens-pl-mount-feetmeters.html,,2026-04-12T15:28:07.219Z
Meike 85mm f1.8 Pro Full Frame Auto Focus STM Lens,N/A,"Rp6,650,000 Rp6,750,000",{},N/A,https://shop.anekafoto.com/home/4272-1862-meike-85mm-f18-pro-full-frame-auto-focus-stm-lens.html#/78-style-sony,,2026-04-12T15:28:08.216Z
Meike 85mm f/1.8 AF Lens,N/A,"Rp3,899,000 Rp3,999,000","{""Key Features:"":""Full-Frame | f/1.8 to f/22 | Fast Aperture Portrait-Length Prime | Autofocus Design | STM Stepping Motor | Multi-Layer Coatings | Electronic Contacts Maintain Exif Data | Rounded 9-Blade Diaphragm | USB Port for Firmware Upgrades"",""What's in The Box?"":""Meike 85mm f/1.8 Full Frame AF Lens | Front and Rear Lens Caps | Lens Hood""}","A sophisticated portrait-length prime, this Meike 85mm f/1.8 Full Frame AF Lens is a short-telephoto lens designed for FUJIFILM X-mount full-frame mirrorless cameras.",https://shop.anekafoto.com/home/2482-667-meike-85mm-f18-full-frame.html#/78-style-sony,,2026-04-12T15:28:09.609Z
Meike 85mm f/1.4 AF Lens,N/A,"Rp8,500,000","{""Key Features :"":""Full-Frame | f/1.4 to f/16 | Fast Aperture Portrait-Length Prime | Autofocus Design | STM Stepping Motor | Multilayer Coating | Electronic Contacts Maintain Exif Data | Minimum Focusing Distance: 3.2' | USB Port for Firmware Upgrades"",""What's in The Box :"":""Meike 85mm f/1.4 AF Lens (Sony E) | Front Lens Cap | Rear Lens Cap | Lens Hood""}","An impressive short telephoto lens ideal for portraits and detail shots, the 85mm f/1.4 AF Lens from Meike provides users with a capable optic that is designed for Sony E-mount, full-frame mirrorless cameras.",https://shop.anekafoto.com/home/2478-1393-meike-85mm-f14-sony-full-frame.html#/180-style-nikon_z,,2026-04-12T15:28:10.624Z
